Content,Section
"Have you retrained to work in early years settings or education since lockdown? For many parents, the end of home schooling was a cause for celebration. But for others, teaching their children at home sparked a new interest in childcare and education. What area of childcare or education have you decided to retrain in and why? What was your previous profession? What is your new professional ambition – do you want to run a nursery or become a headteacher? What do your family think of your decision? You can get in touch by filling in the form below, anonymously if you wish. Your responses are secure as the form is encrypted and only the Guardian has access to your contributions. One of our journalists will be in contact before we publish, so please do leave contact details. If you’re having trouble using the form, click here. Read terms of service here.",education
"A school that had threatened the parents of a Muslim schoolgirl with legal action after she wore a skirt that was deemed “too long” has dropped its legal challenge and apologised. Siham Hamud, 12, had described being bullied for her religious beliefs after being sent home every day in December from Uxbridge high school in Hillingdon, west London, and told to only come back when she wore a shorter skirt. The school had threatened the family with legal action over their daughter’s alleged unauthorised absences. But Siham’s parents had always maintained that shorter skirts contravened the family’s religious beliefs. Three months after first issuing the family with the legal threat, the school has now reversed its decision. Describing it as a difficult period, Siham’s father, Idris Hamud, 55, said the family were relieved. In a statement released by the family lawyers, Mishcon de Reya, Hamud said he was pleased that the school had listened to the family’s concerns and concluded that they were justified in raising the issue. “We are very happy that Siham has been able to resume her schooling, with her right to practice her faith by wearing an ankle-length skirt in the same style as the school uniform skirt now accommodated by the school,” he said. The statement revealed that the school had sent the family a letter of apology and had now confirmed that it would not be taking legal action for the time Siham was unable to attend school. “We thank the school for its willingness to work towards a fair and positive outcome,” Hamud said. “This has been a difficult period and we are relieved to now have the matter concluded. We are grateful for the support we have received from the wider community.” Siham had been wearing an ankle-length skirt to school for years, but said she was shocked when teachers told her last year that her attire was incorrect uniform. The school says girls should wear black trousers or a black pleated skirt from official uniform suppliers. She previously described feeling bullied for her beliefs. “It makes me feel left out, because I can’t see my friends. They aren’t accepting me for my religion and that’s wrong,” she said. “I feel confused and annoyed that I can’t wear what I want for my religion. I hope they’ll change their rules so that girls like me wear skirts to school.” A new school rule about the length of skirts was introduced two years ago, stating shorter branded skirts had to be worn. But the family claim they only recently became aware of this change, and Siham continued wearing her longer skirt, unaware she was breaking any rules, until she was spoken to by teachers on 1 December. On that day she was sent home to change, but did not return to school. The same thing happened each day for the three weeks of term in December, her family said. Siham’s older sisters, Sumayyah, 19, and Ilham, 17, both wore longer skirts to school without issue. Hamud, an athletics coach, previously said his daughter was being denied an education because of her religious beliefs. The school sent the parents a letter on 9 December threatening action. The school has been contacted for a comment.",education
"The government has stepped in at the 11th hour with an additional £250m in funding to help pay for the UK’s association with Horizon Europe, the European Union’s funding programme for research and innovation. Universities welcomed the move as “a significant affirmation of the government’s belief in research” which would avert the immediate threat to UK science. A statement from the Department for Business, Energy and Industrial Strategy, announcing the additional funding, said: “This investment reinforces the government’s commitment to putting research and development at the heart of plans to build back better from the pandemic. “It will support vital and pioneering research while enabling the UK’s brilliant scientists, researchers and businesses to access and benefit from the world’s largest collaborative research programme, Horizon Europe – worth about €95bn (£80bn) over the next decade.” The UK retained participation in Horizon Europe as part of its trade deal with the EU, but university leaders feared the government would not contribute the cost of taking part and would instead seek to fund it from existing research budgets. The cost of participation was previously part of the UK’s EU membership fees. University leaders warned such a move would amount to an effective cut in excess of £1bn, equivalent to cutting more than 18,000 full-time academic research posts and weakening the UK’s appeal as a destination for talented researchers and private and foreign investment. Welcoming the additional funding, Prof Julia Buckingham, president of Universities UK which represents university leaders, said: “We are very pleased that the government has averted threats to UK science and research by allocating additional funding to support the UK’s association to Horizon Europe and welcome their commitment to increase investment in R&D to 2.4% of GDP by 2027. “Given current pressures on public finances, this is a significant affirmation of the government’s belief in research, recognising the pivotal role it plays in the UK’s current and future prosperity, and ensuring UK universities will remain at the forefront of efforts to address the most pressing global challenges.” Dr Tim Bradshaw, CEO of the Russell Group of universities, said: “Providing additional funding for Horizon Europe to protect core R&D budgets is a good move by government and underlines its determination to establish Britain as a global science superpower. “Scientists and researchers have been a vital part in the emergency response to Covid-19 and this continued investment in UK science will pay dividends as we work to deliver our joint ambitions for the country – high-value jobs and growth and a greener, healthier economy.”",education
"Attaining – and maintaining – a state of joy or even simple contentment can be challenging, especially in these most difficult of times. But data from a course pioneered at the University of Bristol has suggested that actually taking time to study happiness may be a good way of achieving it. First year students who have been completed a “science of happiness” course – the first of its kind in the UK – have been found to be more upbeat than counterparts who have not taken it. The three-month course has two strands – one academic, one practical. Students are lectured about the psychology and the neuroscience of happiness. What it is, why it happens. They also have to carry out practical tasks such as performing an act of kindness, chatting to a stranger, taking time to savour an experience, exercising, sleeping well, even writing a thank you letter. During sessions in “happiness hubs” led by senior students they are asked to think about the impact of social media on happiness, about how loneliness can impair immune systems and how optimism can increase life expectancy. Students are also expected to write entries in an online journal each week to help them reflect on their mental wellbeing. There are no exams but students who complete the course receive the nice boost of 20 academic credits – a sixth of what they need to pass their first year. But, more importantly, many of the 1,000 students who have so far taken the course have said they feel happier. Prof Bruce Hood, who runs the course, said: “I knew the students would enjoy the lectures as the content is so fascinating, but I was truly astounded to discover the positive impact on their mental wellbeing.” The course was launched in response to a worrying increase in student mental health problems across the UK. Based on a successful course run at Yale University in the US, the idea of the course was to combine cutting-edge research with practical advice. Sarah Purdy, the University of Bristol’s pro vice-chancellor for student experience, said: “Offering students a course that was not examined or graded was a new approach for us. It was a recognition that equipping students with the skills they need to stay mentally resilient is at least as important as giving them the knowledge they need for their future careers. An academic study of the course has found that the first cohort, who took it at the end of 2019, had significantly higher mental wellbeing than a control group. A second cohort, who were on the course during the early part of the Covid crisis, did not feel happier but were judged more resilient than a control group. The third course was an online one because of lockdown restrictions and, though there was no control group, participants reported that their sense of wellbeing had increased. The study accepted there were caveats – most of those who took part were white and female and some students could not take part because of timetabling issues. But Lara Czernecki, a first year film and television student who has completed the course, said it had helped her feel more content and she continues to use the meditation techniques she learned. “It’s made me feel more conscious of my happiness. I’ve thought a lot about success and happiness. Lots of people think they will be happy if they are successful. We can turn it around – if we are happy we are more likely to be successful.”",education
"A Guardian investigation has found a growing number of pupils, parents, activists and educators are highlighting the hidden epidemic of racism in UK schools. We want to hear from BAME pupils, parents and teachers about their experiences. How well do you think your school addresses racism, including institutional racism? How robust are the policies and procedures to deal with complaints of racism? How difficult have you found it to speak out about racism, whether by pupils, parents or staff? You can get in touch by filling in the form below, anonymously if you wish or via WhatsApp by clicking here or adding the contact +44(0)7867825056. Your responses are secure as the form is encrypted and only the Guardian has access to your contributions. One of our journalists will be in contact for publication before we publish, so please do leave contact details. If you’re having trouble using the form, click here. Read terms of service here.",education
"Excluded from birthday parties and falsely accused of being dirty and a thief, at her UK secondary school Sherrie Smith finally gave up trying to fit in. Instead of seeking acceptance, she began to act up and within weeks she was permanently excluded. Though her family was settled and she was being brought up in a house, she was proud of her Romany Gypsy heritage, and the constant calls of “pikey” and “dirty gypo” were too much to bear. History started to repeat itself when her younger daughter, Ruby Leigh-Smith, began secondary school. “Because she was open about her background she was regularly called pikey and gypo, and even physically attacked three times. You hold a birthday party and no one turns up. That’s the way it was for us and the way it still is, even if we live in a house or flat like everyone else. Her school was wonderful and worked with me to try to tackle the racism, but nowhere was safe, not even her home, because she got hate messages on social media,” says Smith. It was heartbreaking to watch Ruby’s growing realisation that the family she loved was the subject of such scorn and hatred, but Smith was able to keep her daughter focused on a long-term goal: higher education. For Smith is one of a tiny minority of UK Gypsies and Travellers with a university degree and her daughter, now 18, is holding two university offers to study journalism in September. Smith, having broken the mould (she went to Goldsmiths, University of London as a mature student and gained a degree in community development and youth work), is now doing a master’s in education at Bucks New University. She is also working as a research assistant and helping to promote The Pledge – the campaign the university has initiated to reach out to Gypsy, Traveller, Roma, Showman and Boater communities. Other universities to sign the GTRSB-into-higher-education pledge include Winchester, Hull, Strathclyde and Sunderland, and more plan to join. The universities promise to make it easier for the communities to access courses, through wider participation outreach, year-round accommodation, bursaries, and mentoring and study support, among other initiatives. It is a scheme that is well overdue. Research in 2019 found only 3-4% of Gypsies, Roma and Travellers aged 18-30 accessed higher education, compared with 43% of other people in that age group. Only 184 Gypsy and Traveller students were registered in higher education in 2018-19, according to the Office for Students. A report earlier this month by the Traveller Movement found children from Gypsy, Roma and Traveller groups most likely to be excluded or “off-rolled”, and least likely to achieve formal qualifications. It said the children experienced “high levels of bullying based on their ethnicity that largely goes unaddressed in schools” and called for the Department for Education formally to adopt the term “anti-Gypsyism” as a form of racism. Even before the pandemic, a report from the Education Policy Institute said Gypsy and Roma pupils were 34 months behind their peers by the end of secondary school, and Irish Traveller pupils 28.9 months behind, compared with 9.3 months for black Caribbean students. The Roma Support group, in a letter to Gavin Williamson, the education secretary, on 11 March, said Roma children had fallen even further behind and asked for targeted catch-up help and the reinstatement of those taken off the roll before the Covid crisis. Beyond education, the traditionally itinerant communities now face a new threat. The police, crime, sentencing and courts bill going through parliament makes residing on land with a vehicle without consent a criminal offence, punishable by three months in prison or a fine of up to £2,500. It also gives police the right to seize vehicles, trailers or caravans, even if they lack wheels or are otherwise un-roadworthy. But, Smith says, it does not matter whether you are living in a house or a trailer, people will brand you. “Our tradition is not to be uneducated. Our tradition is to value family and being together. The racism in schools, from pupils and teachers, is the biggest reason why so many of us leave without qualifications,” she says. “I’m a Gypsy, I’ve got a caravan outside my house, I’ve got a degree, I’m doing a postgraduate qualification, I am a community volunteer, but it doesn’t matter what I do or what I’m paid or where I go, I will still be a Gypsy. The minute I open my mouth I’m immediately labelled and suffer prejudice. The media puts out a stereotype that we are uneducated and wear big earrings, travel around and have gold false teeth. I have a house, dishwasher and a hot tub and I’ve never actually owned a horse, but that doesn’t change who I am. I am proud of my culture, my history, my family and yet for the last 10 years we have had to combat the outrageous stereotypes of the Big Fat Gypsy Wedding,” she says. Circus families say they, too, are suffering. Donna*, a circus ring mistress says her experience has been “absolutely unbelievable”. “When I was 12 I was made to stand on a chair in front of the class so they could see what a thief looks like. That was in the 70s, but just a few years ago my son’s new headteacher banned me from the building saying she didn’t want to be alone in a room with me and I had to ask permission to go to the village hall to watch him in a school play. I was told I had no right to complain because I didn’t hide who I was.” She says at that point she was living in south Angus, in Scotland. While ethnic groups are protected by human rights legislation, most recently the Equality Act 2010, Martin Gallagher, an Irish Traveller, says racism against people from itinerant communities is not recognised. As is usual practice for young Traveller boys, Gallagher, who was brought up in a caravan, started work with his father, but went back to education in his 20s and is now a PhD student at Northumbria University. He says low expectations and racism from students and teachers are the biggest reasons for the low university take-up. “I used to try to change my accent so I wouldn’t be stereotyped and unfortunately, 20 years later, I see two of my young cousins still doing that – they speak normally to their mother and change their voices as they walk into school. The Pledge is a massive deal because it says we are welcome at this institution, where we haven’t felt that way before.”  Gallagher did well at primary school, scored highly in his Sats and was told he had the ability to study law, but when he reached secondary school, he says teachers put him in a room with other Travellers “colouring in and joining up dots”. “It instantly highlighted that we were different to our classmates and made us feel like we were a hindrance to everybody else,” he says. “I remember a teacher stating I had no excuse not doing my homework, as ‘Travellers didn’t have lives and didn’t do anything’. I was confused and angry as this came from a black teacher, who I thought fully understood racism, yet was publicly stating false racial stereotypes about my family and community. Fortunately, there were four teachers who believed in me and pushed me to do my best when the other 90% did not bother – they just cared about getting results and assumed as I was a Traveller, I wouldn’t turn up or would fail,” he says. Meanwhile, Ruby Leigh-Smith is now in the sixth form and is even friends with one of her former tormentors. She hopes the GRTSB Pledge will persuade more people to choose higher education like she has: “Young people like me can face discouragement at school and feel that university is out of bounds. When we see people in our communities being successful, they are role models that inspire us, and hopefully help to bring about change.” *Name has been changed as her son is still in school",education
"The British education system’s inconsistent approach towards racist incidents within schools is potentially putting children of colour at a disadvantage for the rest of their lives, the former children’s commissioner for England has warned. Anne Longfield also called on the government to review its education policies, with a particular focus on children who are excluded from schools. Through interviews, freedom of information requests and extensive research, the Guardian found huge disparities between how schools dealt with and recorded racist incidents, due to a failure by central government to issue proper guidance. Longfield urged ministers to give schools increased clarity on how to tackle racist incidents, and in some cases systemic racism within their institutions. “The response from schools is very inconsistent, some will feel much more confident about it than others, and I think what this comes down to at the end is about a system,” she said. “So some of it, of course, is about schools policy, but it might also be about policy from the Department for Education [DfE]. It’s all about joined-up thinking. “I don’t have any reassurance that there’s consistency in dealing with [racism] and what we see happening in terms of the level of exclusions in some schools.” In May 2019 the then education secretary, Damian Hinds, called on headteachers in England to expel fewer pupils, as an independent study – the Timpson review – revealed almost eight out of 10 permanently excluded children came from vulnerable backgrounds. The long-awaited analysis of exclusions in England, carried out by Edward Timpson, a former minister for children and families at the DfE, found 78% of expelled pupils either had special educational needs (SEN), were eligible for free school meals (FSM) or were “in need”. The Guardian has since found that exclusion rates for black Caribbean students in British schools are up to six times higher than those of their white peers in some local authorities. Longfield said this highlighted that some schools were more capable of meeting the behavioural needs of certain children, while others were consistently failing due to their rigid school structure. She said the Timpson review “highlighted that there were two aspects of a child being excluded. One was the child and how the child was behaving and the other was the characteristics of the school. What became clear was that about 90% of the exclusions were actually taking place in 10% of schools.” But Longfield said that despite ministers accepting there was an urgent need for reform, with Hinds confirming the government would act on the review’s recommendation that schools should be made accountable for the pupils they permanently exclude, in reality little had changed. “So I’ve been disappointed it hasn’t been followed up,” she said. “The government is continuing with its expansion of alternative provision and I accept that there are times when children have to be out of school but I would like that alternative provision to be focused on how you keep children in school.” In September an Institute of Race Relations (IRR) report focusing on London said government responses to inner-city youth rebellions and moral panics over serious youth violence and knife crime had led to black pupils disproportionately being sent to pupil referral units (PRU) and alternative provision (AP). The IRR report noted that 89% of children in detention in 2017-18 reported having been excluded from school, according to the HM chief inspector of prisons for England and Wales. Last June the government announced an additional £750 per pupil to support students leaving AP to transition into education or training, but even with the extra funding school leaders said one in four students would still not have anywhere to go in September. Longfield said the situation with exclusions and APs was just one example of how BAME children were being put at a disadvantage. She also cited the disproportional number of black children in custody and also on remand, with the proportion of children who received a youth caution or sentence who were BAME almost doubling since 2010, from 14% to 27% in 2018. “Certainly there are inequalities within the school system, and there’s a school system that isn’t yet geared up to be able to either reflect the lives of those children, or indeed support those children,” she said. “If you ask any of those kids [in custody] about their schooling, they will nearly all tell you they were excluded from school. After they’ve been excluded the first time, put a whole package of support around that child. It’s just obvious.” Longfield also called for data on racist incidents within schools to be routinely collected, allowing public bodies and ministers to get a clear picture of what is happening within the UK education system. Without central data collection, she said, it would remain a challenge to tackle systemic racism due to a lack of understanding. “We need to ensure that all children when they’re in the classroom feel safe, that they feeling that supportive environment, and that they know others have got their back- that it will be taken seriously,” she said.",education
"Hundreds of schools across England are reforming their curriculum to reflect the achievements of black and minority ethnic people and address the harmful legacy of colonialism after a groundswell of demand from young people. In the absence of government-led change to the national curriculum, grassroots groups have offered schemes to help schools improve. More than 660 schools in England have signed up to a diverse and anti-racist curriculum developed by teachers and council staff in the London borough of Hackney, for example. Titled the Diverse Curriculum – the Black Contribution, it provides pupils aged five to 14 with nine weeks of lessons on subjects including the Windrush generation, activism, British identity, and diversity in the arts and science. Orlene Badu of Hackney Education, who led the development of the project, said calls for change intensified during lockdown when children were studying from home and parents suddenly realised how un-diverse the curriculum was. The former primary school headteacher said a subsequent survey found that many pupils felt uncomfortable that representations of the black community in history lessons were dominated by narratives of oppression and powerlessness. “A curriculum that references you does engender a stronger sense of belonging and commitment, which would hopefully lead to improved educational outcomes and lived experiences,” Badu said. Meanwhile, the educational group the Black Curriculum has partnered with Camden council in north London, the mayor of London and a Manchester MP in three schemes that aim to diversify the curriculum of more than 1,000 schools. Natalie Russell, the organisation’s head of delivery and development, said many teachers lacked the confidence to provide a diverse curriculum because they had not been taught about black history. “Young people say they are taught about the slave trade in a very insensitive way. A lot of the time, teachers do not understand why it is negative to identify somebody as a slave,” she said. “Teachers need to be trained to understand the impact that has on young people and why it is important to make sure that slavery is not the only narrative being told.” The Labour MP Catherine McKinnell, the chair of parliament’s petitions committee, which has conducted hearings on black history and cultural diversity in the national curriculum, said: “One of the messages that came across clearly was that because teaching black history is not mandatory and merely a choice, it creates the impression that it is less important than other aspects of our history.” Among those who gave evidence to MPs were the university students Esmie Jikiemi-Pearson and Nell Bevan, whose survey of 56,000 current and former pupils and teachers found significant gaps in the British history syllabus. More than 86% of respondents said they learned about the Tudors, while 72% were taught about the Battle of Hastings and the Great Fire of London. But just under 37% learned about the transatlantic slave trade, less than 10% about the role of slavery in the British Industrial Revolution and less than 8% about the British colonisation of Africa. Jikiemi-Pearson, who studied history A-level, said: “No link was made between the long-lasting effects of colonialism and why some countries are still really struggling to find their feet again. It emphasised the divide between me and my white peers,” she said. In contrast to England, the devolved Welsh government announced last week that learning about the contributions of black, Asian and minority ethnic communities would be mandatory under a new curriculum to be introduced next year.  The Scottish government has committed to a review of its curriculum after the Black Lives Matter protests last summer. John Swinney, the deputy first minister and cabinet secretary for education and skills, said: “The challenge was put to us: ‘Do you think you’re doing enough in the Scottish curriculum to address the nation’s relationship with slavery? I felt it was important that we confronted that and addressed it.” Claire Alexander, a professor of sociology at the University of Manchester, said while efforts to diversify the curriculum dated back more than 50 years in the UK, there was now unprecedented recognition that change was required. Alexander, who set up the Our Migration Story website in response to demand from pupils for more diverse histories, added: “What we have found in all the schools we work with – in Cardiff, Leicester, Sheffield, London and Manchester – is that taking a different approach to history can engage all young people, no matter what their background is. It does provide a sense of shared belonging and understanding.” In collaboration with the Black Curriculum, the Manchester Gorton MP, Afzal Khan, announced a diverse curriculum charter for schools in his constituency. Khan said he was compelled to act after the murder of George Floyd in the US, the eruption of global BLM protests, and the disproportionate Covid-19 mortality rate in BAME communities, which had shown that racism was still affecting many people in the UK. Khan, who is of Pakistani heritage, said he hoped all schools across Greater Manchester would sign up to the charter. “The current curriculum is no longer fit for purpose,” he added. “It no longer truly reflects the makeup of British society today.” The contributions of the Indian continent and its people to world conflicts as well as Muslim innovations in science and art are just two examples of history that often get overlooked, he added. Sam Offord, a headteacher who signed up to Khan’s charter, said her school, Birchfields primary in the Fallowfield area of Manchester, where the vast majority of pupils are from minority ethnic backgrounds, had already been working on diversifying its curriculum in light of the new Ofsted framework. Offord, the north-west regional secretary of the National Association of Headteachers, urged others to sign up to the charter. “I began to realise, that even though I thought we had been addressing diversity in our curriculum, we really weren’t,” she said. Another initiative is being led by Thinking Black, a volunteer-run student organisation founded in 2017 at the University of Oxford, which works with school pupils to help “facilitate critical black thoughts among young people”. Hope Oloye, a 24-year-old PhD student, founded the organisation to incorporate the thoughts and contributions of black people in the curriculum. “A massive goal of ours is to recentre the contributions of black people within the curriculum,” she said. “Because if you don’t see yourself in any part of your curriculum, how can you feel passionate towards it or personally tied to it?”  Since then, Thinking Black has worked with 215 black students from across the country aged 16 and 17, and has trained 156 to facilitate the programme. For the upcoming year, the organisation is planning a programme for year 8 students on black art history, as well as a creative writing and public speaking workshop. Michael Lawson-Falomo, a 16-year-old student from east London, has been taking part in the programme since September. “It gives you a great insight into what your blackness really means, especially being in the UK and being surrounded by such an ethnocentric curriculum,” he said. “The things we have covered, such as healthcare inequality and how climate change affects black people, isn’t something you learn in mainstream education.” A Department for Education spokeswoman said: “The knowledge-rich curriculum in our schools already offers pupils the opportunity to study significant figures from black and ethnic minority backgrounds and the contributions they have made to the nation, as well as helping them understand our shared history with countries from across the world.”",education
"Talented black graduates are being shut out of academic careers in science and technology, according to the president of the Royal Society, who appealed to the scientific community to improve access. White students were twice as likely as black students to graduate from degrees in science, technology, engineering and maths (Stem subjects) with first-class honours in 2018-19, whereas black students were three times more likely to leave with a third. Black students also had higher dropout rates (4.7% for black undergraduates compared with 2.7% for their white peers). This contributes to underrepresentation in academic careers, with just 1.7% of academic staff identifying as black compared with 13.2% as Asian and 81.3% as white. Just 3.5% of black academic staff are professors, compared with 11.9% of white staff, according to Higher Education Statistics Agency data. Sir Adrian Smith, the president of the Royal Society, which commissioned the report, said: “Talented black people are not finding science careers in UK academia and that is unacceptable. Our reports show that black people are more likely to drop out of science at all points of the career path. It is time that the whole science community comes together to find out why and put it right.” Dr Mark Richards, a senior lecturer in physics at Imperial College London and member of the Royal Society’s diversity committee, said the worse outcomes for black undergraduates may result from a lack of academic and pastoral support from universities. Black graduates may be deterred from academic careers due to “opaque” structures that make them appear riskier than alternatives in industry, he added. The Royal Society also found that of the 5,070 eligible UK nationals for its early career fellowship grants, just 12% are from any ethnic minority background, and 1% are black. One fellowship scheme has received no applications from black British researchers over the past three years. To remedy this, the Royal Society is planning a programme of networking events and mentorship schemes for early career researchers from ethnic minority backgrounds. Meanwhile, new research commissioned by the Department for Education found that black students had the lowest returns from attending university out of any ethnic group. Their lifetime gains averaged at £50,000 compared with £100,000 for white graduates and £200,000 for South Asian men, with more of them studying financially lucrative subjects such as business, pharmacology and law. Graduates of Pakistani heritage had the largest percentage returns from attending university out of any ethnic group. These graduates earned on average £23,000 at age 30 for men and £19,000 for women, nearly double the £13,000 and £11,000 salaries of nongraduates. Considerable gains were also observed among students from the poorest 20% of families, who earned £25,000 for men and £21,000 for women at 30 compared with salaries of £20,000 and £11,000 respectively for their peers without graduate degrees. Overall, the report estimated that two-thirds of all graduates are better off as a result of going to university, with all socio-economic and ethnic groups benefiting on average.Jack Britton, associate director at the Institute for Fiscal Studies, which produced the report, said: “Among students from the poorest families, few get rich as a result of getting a degree. However, going to university is still an especially good financial decision for these students. One reason – regrettably – is that earnings prospects for this group are otherwise quite low.”",education
"A protest at Dulwich College over the “rape culture” row has been cancelled after students were threatened with disciplinary action by the school and a fine from police. An organiser of Friday’s protest said he was bitterly disappointed it had been scrapped. He said he “woke up every day feeling shit about going to Dulwich College because it’s not a place that attracts or makes good people”. A former student of James Allen’s Girls’ school, who also asked to remain anonymous, criticised the pressure students had been put under not to attend the planned protest. “Dulwich College has for years totally ignored, dismissed and condoned by turning a blind eye, this predatory behaviour by students,” she said. “A protest was students’ only way to pressure the headmaster to actually tackle the sexual violence at his school.” The march by pupils of several schools was advertised on social media as “a demonstration against the predatory culture of Dulwich College and the school management [which] condones it”. In an email sent to parents on Thursday, Dr Joe Spence, the head of the £21,246-a-year independent school, said he had told pupils that anyone who attended the march would be fined by the police for breaching lockdown restrictions. “I made clear [to the children that I] understood that a number of Dulwich pupils wished to express their support for the cause of gender equality and to show solidarity with victims of sexual abuse and harassment,” Spence wrote. “However, I encouraged them to play their part in addressing these issues by engaging in dialogue with the college leadership team here and through local schools rather than by participating in a protest likely to bring on to the campus and the streets around the college pupils from other schools over whom we have no jurisdiction, with all the health, safety and public order risks that such an event would bring. “It is also the case that demonstrations of this nature are unlawful whilst social restrictions are in place and the police have told us they will ticket and fine protesters. In a message to parents earlier this week, Spence told parents he had reported some Dulwich pupils to the police after receiving allegations of sexual harassment after the publication last weekend of an open letter that branded the school “a breeding ground for sexual predators”. The original letter, published by the Sunday Times, was written by Samuel Schulenburg, 19, and included about 100 anonymous stories from girls who went to schools nearby such as James Allen’s girls’ school (Jags). The allegations included assault, revenge porn, sexual violence, “slut shaming” and claims that the school has an “established rape culture”. Public accusations of sexual violence by fellow pupils have also recently been levelled at Westminster, Latymer Upper, King’s College, London Oratory and Highgate schools. At Highgate, pupils walked out of classes on Thursday after the publication of accounts of alleged abuse. The BBC claims to have seen a dossier of allegations made by more than 200 current and former pupils at Highgate school. The document includes first-hand accounts of alleged abuse as well as claims that rape was “tolerated” by staff. The anonymous testimonies made in the document were written by pupils in response to the question: “What is your experience of rape culture at Highgate school?” England’s new children’s commissioner, Rachel de Souza, has said the accusations are “alarming” and schools have clear advice to follow. “It’s really distressing, and we get lots of testimony like this,” she said. “There is very clear advice on sexual violence and harassment” for schools. “When it is serious it must be escalated to both social care and to the police, and schools need to follow that.”",education
"Many parents struggled through home schooling and felt relieved when their children returned to school. But for others, the experience was an inspiration – and the incentive for a career move into childcare, early years education and teaching. Applications to tiney, a new initiative focused on early years education that was created by the founder of Teach First, soared during the pandemic. The company, which started accepting applications in May 2019, received 4,672 inquiries in the 10 months before lockdown – but 12,345 applications were made in the 12 months from March 2020. What was even more surprising than the exponential rise, said its founder, Brett Wigdortz, was that 35% of applications came from people who had been working in white-collar industries – up from 16% in the previous 10 months. More than half the applications came from people with no previous experience of working in childcare or education, compared with 35% before lockdown. “We have seen a big uplift in people switching from corporate careers to train with us since March 2020: we’ve had applications from a diamond dealer, dentists, corporate secretaries and a founder of a City tech start-up,” Wigdortz said. “Lockdown has definitely played a role. People discovered how much they enjoyed spending time at home or were prompted to re-evaluate their career goals. Many applicants over the past year have told us that the idea of going back to their ‘old’ life, complete with commute and office politics, had lost its appeal.” Now Teach, a charity that helps experienced professionals retrain as teachers, reported a 70% rise in applications a month between March and May 2020. It received three times as many applications in October and November 2020 compared with the previous year. Katie Waldegrave, the co-founder of Now Teach, said: “The pandemic has prompted people to ask themselves what happens when the busy distractions of people and office disappear? The people we are recruiting now are the ones for whom the pandemic has highlighted a real need and desire to engage with their community, give back and be useful.” Sandrine Finel swapped her job as an assistant finance director in a City-based firm to train and register as a childminder after home schooling her 10-year-old son during lockdown. “Working with children is so much more positive than working for a big company, with my only target being the increase of someone else’s profit,” Finel said. “I’m loving my new career. I wake up smiling, knowing I’m going to have a tiring but completely rewarding and really important day.” Bronte Scott, from Huddersfield, enjoyed teaching her five- and seven-year-olds so much during lockdown that she left her corporate job in learning and development to embark on an accelerated degree in primary education. It will lead to a postgraduate certificate in education (PGCE) next year. “I’ve got a lot to thank lockdown for,” she said. “Home schooling made me realise that helping my children to learn was way more fulfilling than adults who really didn’t want to.” Bronte wants to be a primary school teacher with a focus on early years education. “It’s a big step,” she said. “My previous job was very secure and of growing importance within the company. But lockdown made me realise it just wasn’t fulfilling.” Frances Vulliamy decided to give up her job as an executive coach in the City to become a childminder after looking after her baby during lockdown. “It was a particularly intense maternity leave because there weren’t any baby classes to go to or other distractions,” she said. “But I found that while others were struggling, I loved generating all the ideas for my daughter.” Vulliamy completed a three-month online course with tiney before setting up her own childcare business, which is now so successful that she has taken on an assistant. “Prior to lockdown, I never thought I’d want to work in childcare,” she said. “It’s not seen as an aspirational career for intelligent, skilled people, which I’ve realised is just so wrong. This is one of the most important periods in a child’s life and it takes a lot of skill to look after them well.” Casmira Nan, whose child is 18 months old, worked with diamond dealers in the jewellery trade before lockdown. During the pandemic, however, she retrained as a childminder. “This career change has changed my life in a positive way. It’s hard work but very rewarding; children’s development is truly a wonder,” she said. Dr Stephen Kennedy, from Cambridge, has two daughters aged seven and five, and has spent more than 12 years in investment banking in London and Hong Kong. “Home schooling wasn’t something I would have chosen to do, but on a good day it was great to see my daughters making progress, to see that something they had been stuck on had suddenly stopped being a problem,” he said. “Those victories gave me a buzz.” What made Kennedy think seriously about switching to teaching was when a science video he made with his daughters, showing how to use a glass bowl to make rainbows on the floor, inspired their classmates to do the same. “I had got children exploring for themselves,” he said. “That was pretty magical and I thought, ‘Hey, maybe I could do this!’.” During the first lockdown, Kennedy got a scholarship from the Institute of Physics to study for a the PGCE course at the University of Cambridge.  “I’ll be teaching physics in secondary schools and I’m feeling really good about the change,” he said. “I hope I can do my bit to help children catch up on what they missed out over the past year.”",education
